HANDLE	BLOCKNAME	LAYER	DEVICE	LINE1	LINE2	LINE3	VOLTS	DROP	DIFF	DIST	{DYNPARAM} Visibility1	MAX	MIN
'71066A9	Voltage_Box	_Voltages	span_871	<>	<>	<>	120.1	5.0	5.0	3.6	Wipeout On	<>	<>
'71066B0	Voltage_Box	_Voltages	span_57371	<>	<>	<>	124.0	1.0	1.0	4.6	Wipeout On	<>	<>
'71066B7	Voltage_Box	_Voltages	span_53819	<>	<>	<>	123.6	1.4	1.4	7.5	Wipeout On	<>	<>
'71066BE	Voltage_Box	_Voltages	span_10105	<>	<>	<>	122.0	3.1	3.1	8.9	Wipeout On	<>	<>
'71066C5	Voltage_Box	_Voltages	span_58549	<>	<>	<>	119.8	5.2	5.2	6.5	Wipeout On	<>	<>
'71066CC	Voltage_Box	_Voltages	span_9925	<>	<>	<>	117.0	8.1	8.1	6.8	Wipeout On	<>	<>
'71066D3	Voltage_Box	_Voltages	span_56433	<>	<>	<>	117.9	7.2	7.2	5.1	Wipeout On	<>	<>
'71066DA	Voltage_Box	_Voltages	span_12898	<>	<>	<>	118.8	6.3	6.3	7.6	Wipeout On	<>	<>
'71066E1	Voltage_Box	_Voltages	span_9865	<>	<>	<>	117.7	7.4	7.4	8.5	Wipeout On	<>	<>
'71066E8	Voltage_Box	_Voltages	span_3654	<>	<>	<>	118.2	6.8	6.8	8.2	Wipeout On	<>	<>
'71066EF	Voltage_Box	_Voltages	span_681	<>	<>	<>	120.0	5.0	5.0	7.4	Wipeout On	<>	<>
'71066F6	Voltage_Box	_Voltages	span_1183	<>	<>	<>	120.8	4.2	4.2	6.6	Wipeout On	<>	<>
'71066FD	Voltage_Box	_Voltages	span_50818	<>	<>	<>	118.4	6.6	6.6	5.5	Wipeout On	<>	<>
'7106704	Voltage_Box	_Voltages	span_19921	<>	<>	<>	121.3	3.8	3.8	7.6	Wipeout On	<>	<>
'710670B	Voltage_Box	_Voltages	span_5231	<>	<>	<>	122.0	3.1	3.1	4.0	Wipeout On	<>	<>
'7106719	Voltage_Box	_Voltages	span_15001	<>	<>	<>	121.5	3.6	3.6	3.0	Wipeout On	<>	<>
'7106727	Voltage_Box	_Voltages	span_12692	<>	<>	<>	120.8	4.3	4.3	3.7	Wipeout On	<>	<>
'710672E	Voltage_Box	_Voltages	span_14473	<>	<>	<>	124.2	0.9	0.9	2.9	Wipeout On	<>	<>
'7106735	Voltage_Box	_Voltages	span_1021	<>	<>	<>	123.1	2.0	2.0	1.4	Wipeout On	<>	<>
'710673C	Voltage_Box	_Voltages	span_58760	<>	<>	<>	118.0	7.0	7.0	13.9	Wipeout On	<>	<>
'7106743	Voltage_Box	_Voltages	span_665	<>	<>	<>	121.7	3.4	3.4	3.3	Wipeout On	<>	<>
'710674A	Voltage_Box	_Voltages	span_19505	<>	<>	<>	119.1	6.0	6.0	4.9	Wipeout On	<>	<>
'7106751	Voltage_Box	_Voltages	span_47893	<>	<>	<>	119.3	5.7	5.7	6.4	Wipeout On	<>	<>
'7106758	Voltage_Box	_Voltages	span_2982	<>	<>	<>	119.4	5.7	5.7	4.6	Wipeout On	<>	<>
'7106766	Voltage_Box	_Voltages	span_41264	<>	<>	<>	117.0	8.0	8.0	10.0	Wipeout On	<>	<>
'710676D	Voltage_Box	_Voltages	span_5270	<>	<>	<>	117.7	7.3	7.3	3.5	Wipeout On	<>	<>
'7106774	Voltage_Box	_Voltages	span_5736	<>	<>	<>	117.8	14.6	14.6	7.5	Wipeout On	<>	<>
'710677B	Voltage_Box	_Voltages	span_14810	<>	<>	<>	121.2	3.8	3.8	5.9	Wipeout On	<>	<>
'7106782	Voltage_Box	_Voltages	span_47669	<>	<>	<>	121.5	3.6	3.6	3.8	Wipeout On	<>	<>
'7106789	Voltage_Box	_Voltages	span_48342	<>	<>	<>	119.2	5.8	5.8	3.1	Wipeout On	<>	<>
'7106790	Voltage_Box	_Voltages	span_47284	<>	<>	<>	118.5	6.6	6.6	9.9	Wipeout On	<>	<>
'7106797	Voltage_Box	_Voltages	span_48350	<>	<>	<>	118.4	6.7	6.7	5.0	Wipeout On	<>	<>
'710679E	Voltage_Box	_Voltages	span_45316	<>	<>	<>	120.9	4.1	4.1	5.4	Wipeout On	<>	<>
'71067AC	Voltage_Box	_Voltages	span_52488	<>	<>	<>	110.8	14.2	14.2	4.9	Wipeout On	<>	<>
'71067B3	Voltage_Box	_Voltages	span_47898	<>	<>	<>	117.1	7.9	7.9	6.3	Wipeout On	<>	<>
'71067BA	Voltage_Box	_Voltages	span_2081	<>	<>	<>	119.1	5.9	5.9	5.2	Wipeout On	<>	<>
'71067C1	Voltage_Box	_Voltages	span_6212	<>	<>	<>	117.7	7.4	7.4	5.9	Wipeout On	<>	<>
'71067C8	Voltage_Box	_Voltages	span_46570	<>	<>	<>	120.6	4.4	4.4	12.1	Wipeout On	<>	<>
'71067CF	Voltage_Box	_Voltages	span_3312	<>	<>	<>	120.2	4.8	4.8	6.1	Wipeout On	<>	<>
'71067D6	Voltage_Box	_Voltages	span_8931	<>	<>	<>	120.3	4.8	4.8	7.2	Wipeout On	<>	<>
'71067DD	Voltage_Box	_Voltages	span_3869	<>	<>	<>	119.6	5.4	5.4	4.6	Wipeout On	<>	<>
'71067E9	Fault_Currents	_Fault Currents	span_1189	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	547	142
'71067EE	Fault_Currents	_Fault Currents	span_1189	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	547	142
'71067F3	Fault_Currents	_Fault Currents	span_4543	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	348	126
'71067F8	Fault_Currents	_Fault Currents	span_349	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	278	116
'71067FD	Fault_Currents	_Fault Currents	OCR_C16-12A/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	528	144
'7106802	Fault_Currents	_Fault Currents	OCR_C16-12/14.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	529	144
'7106807	Fault_Currents	_Fault Currents	OCR_C16/48.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	582	146
'710680C	Fault_Currents	_Fault Currents	span_5269	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	284	119
'7106811	Fault_Currents	_Fault Currents	span_1424	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	398	131
'7106816	Fault_Currents	_Fault Currents	OCR_C22/63.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	450	142
'710681B	Fault_Currents	_Fault Currents	OCR_C22-6/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	504	146
'7106820	Fault_Currents	_Fault Currents	span_3883	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	354	129
'7106825	Fault_Currents	_Fault Currents	span_2963	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	481	141
'710682A	Fault_Currents	_Fault Currents	OCR_C/184.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1015	159
'710682F	Fault_Currents	_Fault Currents	OCR_C19/3.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	789	159
'7106834	Fault_Currents	_Fault Currents	OCR_C16/.5	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1504	168
'7106839	Fault_Currents	_Fault Currents	OCR_C13/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	2210	174
'710683E	Fault_Currents	_Fault Currents	OCR_C14/1.3	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	2345	174
'7106843	Fault_Currents	_Fault Currents	OCR_C/64.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1821	171
'7106848	Fault_Currents	_Fault Currents	OCR_M7-8/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	961	164
'710684D	Fault_Currents	_Fault Currents	OCR_M14/25.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	884	153
'7106852	Fault_Currents	_Fault Currents	OCR_M14-2/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	746	155
'7106857	Fault_Currents	_Fault Currents	OCR_M14-6/3	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	878	153
'710685C	Fault_Currents	_Fault Currents	OCR_M14-2-5/6.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	564	147
'7106861	Fault_Currents	_Fault Currents	span_7055	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	741	153
'7106866	Fault_Currents	_Fault Currents	OCR_C224-4/38.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1966	174
'710686B	Fault_Currents	_Fault Currents	span_48362	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1992	173
'7106870	Fault_Currents	_Fault Currents	span_5140	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	440	137
'7106875	Fault_Currents	_Fault Currents	span_17076	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	655	150
'710687F	Fault_Currents	_Fault Currents	OCR_C224/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	851	159
'7106884	Fault_Currents	_Fault Currents	OCR_C/240.5	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1224	169
'7106889	Fault_Currents	_Fault Currents	OCR_C15-56/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	mismatch	mismatch
'710688E	Fault_Currents	_Fault Currents	OCR_C15-9-3/16.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	2587	176
'7106893	Fault_Currents	_Fault Currents	OCR_C15-9-4/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	2593	176
'7106898	Fault_Currents	_Fault Currents	OCR_C/263.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1292	166
'710689D	Fault_Currents	_Fault Currents	OCR_C13-21-1/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	736	156
'71068A2	Fault_Currents	_Fault Currents	OCR_C13-21-23/6	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1009	166
'71068A7	Fault_Currents	_Fault Currents	span_9848	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	2043	174
'71068AC	Fault_Currents	_Fault Currents	OCR_C13-17/.5	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1990	174
'71068B1	Fault_Currents	_Fault Currents	span_42527	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	990	348
'71068B6	Fault_Currents	_Fault Currents	OCR_M14/48.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	585	148
'71068BB	Fault_Currents	_Fault Currents	span_517	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	449	138
'71068C0	Fault_Currents	_Fault Currents	span_49713	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	947	164
'71068C5	Fault_Currents	_Fault Currents	OCR_C13-15/2.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1663	172
'71068CA	Fault_Currents	_Fault Currents	OCR_C13-16/1.7	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1636	172
'71068CF	Fault_Currents	_Fault Currents	span_13756	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	638	148
'71068D4	Fault_Currents	_Fault Currents	span_18854	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	863	158
'71068D9	Fault_Currents	_Fault Currents	span_16617	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	452	139
'71068DE	Fault_Currents	_Fault Currents	span_10909	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	471	142
'71068E3	Fault_Currents	_Fault Currents	OCR_E18/1.5	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1123	165
'71068E8	Fault_Currents	_Fault Currents	span_16844	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	549	145
'71068ED	Fault_Currents	_Fault Currents	OCR_B36-25/5.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	620	152
'71068F2	Fault_Currents	_Fault Currents	OCR_B36/244.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	646	154
'71068F7	Fault_Currents	_Fault Currents	OCR_B36/187.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	778	155
'71068FC	Fault_Currents	_Fault Currents	OCR_B36-23/10.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1249	164
'7106901	Fault_Currents	_Fault Currents	OCR_B36-18/23.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1252	168
'7106906	Fault_Currents	_Fault Currents	OCR_B36-8/44.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	615	147
'710690B	Fault_Currents	_Fault Currents	span_18967	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	371	128
'7106910	Fault_Currents	_Fault Currents	OCR_B36-6A/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	786	159
'7106915	Fault_Currents	_Fault Currents	OCR_B36-6/35.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	785	159
'710691A	Fault_Currents	_Fault Currents	span_40708	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	460	139
'7106924	Fault_Currents	_Fault Currents	OCR_B36-10/3.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	853	164
'7106929	Fault_Currents	_Fault Currents	OCR_B36-39/.5	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1142	168
'710692E	Fault_Currents	_Fault Currents	OCR_B36-6/1.5	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1571	169
'7106933	Fault_Currents	_Fault Currents	OCR_B36/48.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1595	169
'7106938	Fault_Currents	_Fault Currents	OCR_B36-51/3.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1270	169
'710693D	Fault_Currents	_Fault Currents	OCR_B36-8/2.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1333	169
'7106942	Fault_Currents	_Fault Currents	OCR_B36/87.5	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1937	173
'7106947	Fault_Currents	_Fault Currents	OCR_E18/72.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1127	169
'710694C	Fault_Currents	_Fault Currents	OCR_19D-58/31.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1433	169
'7106951	Fault_Currents	_Fault Currents	OCR_B68/121.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	926	166
'7106956	Fault_Currents	_Fault Currents	OCR_B68-87/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1090	168
'710695B	Fault_Currents	_Fault Currents	OCR_B68/83.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1035	167
'7106960	Fault_Currents	_Fault Currents	OCR_B68-85/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1039	167
'7106965	Fault_Currents	_Fault Currents	OCR_B/539.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	2539	175
'710696A	Fault_Currents	_Fault Currents	OCR_B61/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	2334	175
'710696F	Fault_Currents	_Fault Currents	span_50497	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	460	138
'7106974	Fault_Currents	_Fault Currents	span_46343	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	447	246
'7106979	Fault_Currents	_Fault Currents	span_2079	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	319	124
'710697E	Fault_Currents	_Fault Currents	OCR_B590/22	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	787	154
'7106983	Fault_Currents	_Fault Currents	OCR_B59/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1745	172
'7106988	Fault_Currents	_Fault Currents	OCR_B57-2/1.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	720	160
'710698D	Fault_Currents	_Fault Currents	span_456	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1126	166
'7106992	Fault_Currents	_Fault Currents	OCR_B/476	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	713	153
