HANDLE	BLOCKNAME	LAYER	DEVICE	MAX	MIN	{DYNPARAM} Visibility1	LINE1	LINE2	LINE3	VOLTS	DROP	DIFF	DIST
'A445FF0	Fault_Currents	_Fault Currents	span_51941	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A48964F	Fault_Currents	_Fault Currents	span_63773	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A48966D	Fault_Currents	_Fault Currents	span_63773	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A489690	Voltage_Box	_Voltages	span_61862	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4896B4	Fault_Currents	_Fault Currents	span_61862	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4896CE	Voltage_Box	_Voltages	span_62446	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4896F2	Fault_Currents	_Fault Currents	span_62446	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A48970C	Voltage_Box	_Voltages	span_62225	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A489730	Fault_Currents	_Fault Currents	span_62225	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B7564	Fault_Currents	_Fault Currents	span_62294	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B7584	Fault_Currents	_Fault Currents	span_61412	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B759E	Fault_Currents	_Fault Currents	span_45525	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B75B8	Fault_Currents	_Fault Currents	span_43908	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B7686	Fault_Currents	_Fault Currents	span_48777	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B76A0	Fault_Currents	_Fault Currents	span_46239	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B76BA	Fault_Currents	_Fault Currents	span_46741	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B76D4	Fault_Currents	_Fault Currents	span_47048	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B76EE	Fault_Currents	_Fault Currents	span_49741	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B7708	Fault_Currents	_Fault Currents	span_49899	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B7818	Fault_Currents	_Fault Currents	span_60616	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4B7832	Fault_Currents	_Fault Currents	span_47728	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4B784C	Fault_Currents	_Fault Currents	span_48585	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4D90ED	Fault_Currents	_Fault Currents	span_28505	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D9107	Fault_Currents	_Fault Currents	span_25629	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D9121	Fault_Currents	_Fault Currents	span_26998	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D913B	Fault_Currents	_Fault Currents	span_29508	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D9155	Fault_Currents	_Fault Currents	span_27334	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D916F	Fault_Currents	_Fault Currents	span_19794	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D9189	Fault_Currents	_Fault Currents	span_18736	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D91A3	Fault_Currents	_Fault Currents	span_20785	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D91BD	Fault_Currents	_Fault Currents	span_18998	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D91D7	Fault_Currents	_Fault Currents	span_21272	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D91F1	Fault_Currents	_Fault Currents	span_21397	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D920B	Fault_Currents	_Fault Currents	span_20838	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D9225	Fault_Currents	_Fault Currents	span_64665	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D923F	Fault_Currents	_Fault Currents	span_20413	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D9259	Fault_Currents	_Fault Currents	span_19235	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4D9277	Fault_Currents	_Fault Currents	span_19186	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4FB01B	Fault_Currents	_Fault Currents	35-34-94	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4FB039	Fault_Currents	_Fault Currents	35-34-94	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A4FB2BD	Fault_Currents	_Fault Currents	span_15358	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB2DB	Fault_Currents	_Fault Currents	span_15441	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB2F9	Fault_Currents	_Fault Currents	span_15191	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB317	Fault_Currents	_Fault Currents	span_15190	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB335	Fault_Currents	_Fault Currents	span_16566	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB353	Fault_Currents	_Fault Currents	span_16344	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB371	Fault_Currents	_Fault Currents	span_16889	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB38F	Fault_Currents	_Fault Currents	span_15288	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB3AD	Fault_Currents	_Fault Currents	span_10993	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB3CB	Fault_Currents	_Fault Currents	span_12144	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB3E9	Fault_Currents	_Fault Currents	span_11270	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB407	Fault_Currents	_Fault Currents	span_12446	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB425	Fault_Currents	_Fault Currents	span_12771	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB443	Fault_Currents	_Fault Currents	span_88501	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB461	Fault_Currents	_Fault Currents	span_13428	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB47F	Fault_Currents	_Fault Currents	span_15252	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A4FB49D	Fault_Currents	_Fault Currents	span_14076	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A51D322	Voltage_Box	_Voltages	span_13626	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A51D34C	Fault_Currents	_Fault Currents	span_13626	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A51D3F2	Voltage_Box	_Voltages	span_91414	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A51D41C	Fault_Currents	_Fault Currents	span_91414	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590755	Fault_Currents	_Fault Currents	span_85024	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A59076F	Fault_Currents	_Fault Currents	span_86336	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590789	Fault_Currents	_Fault Currents	span_85141	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5908E9	Fault_Currents	_Fault Currents	span_90772	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590907	Fault_Currents	_Fault Currents	span_31390	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5909A4	Fault_Currents	_Fault Currents	span_33416	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5909E1	Fault_Currents	_Fault Currents	span_33421	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590A1E	Fault_Currents	_Fault Currents	span_33503	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590CEA	Fault_Currents	_Fault Currents	span_80001	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590D04	Fault_Currents	_Fault Currents	span_80274	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590D1E	Fault_Currents	_Fault Currents	span_80161	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590D38	Fault_Currents	_Fault Currents	span_80993	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590D53	Fault_Currents	_Fault Currents	span_78283	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590DA0	Fault_Currents	_Fault Currents	span_82540	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590DBA	Fault_Currents	_Fault Currents	span_84134	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590DD4	Fault_Currents	_Fault Currents	span_79795	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A590DEE	Fault_Currents	_Fault Currents	span_79657	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5B3596	Fault_Currents	_Fault Currents	span_33944	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5B364C	Voltage_Box	_Voltages	span_31390	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D612B	Fault_Currents	_Fault Currents	span_31125	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D6150	Fault_Currents	_Fault Currents	span_32313	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D616E	Voltage_Box	_Voltages	span_32313	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D61A7	Fault_Currents	_Fault Currents	span_43463	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D61EF	Fault_Currents	_Fault Currents	span_42517	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D627A	Fault_Currents	_Fault Currents	span_43002	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D6294	Fault_Currents	_Fault Currents	span_83385	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D62AE	Fault_Currents	_Fault Currents	span_10685	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D62C8	Fault_Currents	_Fault Currents	span_87287	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D62E2	Fault_Currents	_Fault Currents	span_2225	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D62FC	Fault_Currents	_Fault Currents	span_36539	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D6316	Fault_Currents	_Fault Currents	span_39656	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D6330	Fault_Currents	_Fault Currents	span_3673	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D634A	Fault_Currents	_Fault Currents	span_34434	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D6364	Fault_Currents	_Fault Currents	span_34834	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A5D637E	Fault_Currents	_Fault Currents	span_37839	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A69BBF6	Fault_Currents	_Fault Currents	span_78504	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
test	Fault_Currents	_Fault Currents	DNE_TEST	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
test	Load_Currents	_Fault Currents	DNE_TEST	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
test	Voltage_Box	_Fault Currents	DNE_TEST	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
